key,source_hash,fr,status,notes
Dialogue/GH_SHUGA_INDOOR_2_13,993821cb4283fdb54220f72dce8c2abd54866c159dad27fb97a30a163992498c,"Ah ouais ? Honnêtement, moi aussi.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_INDOOR_2_14,355e7da1e72d3c75f6e6c57d96973083bad82ca6d3f1370b7ede7d91087182e0,On ira courir ensemble bientôt.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_INDOOR_2_CHOICE_6,22ec212b35ac403235bbcd9a49a8ddec0d9e5392309c1c497e2b8408b22ca268,Je préfère me détendre chez moi.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_INDOOR_2_15,2b0aa044d69cf11020ab3566b391732c07f4e2122c7b446d09f607dc28d36ab1,Je vois. C'est bien aussi.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_INDOOR_2_16,82c927c371047c2cd56951a7ed10dcb7432a8dc867f7097f92a6a5756f0edd04,Mais il faut faire du sport de temps en temps !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_OUTDOOR_2_1,167dfb694eef8e1c5ec779cafbce347d0d0893915142dc66062b9d241c3a3fd9,Hein ? C'était quoi ?,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_OUTDOOR_2_2,d8cc9057482d1d44a34fb9b11979d02108f3f3e96b0d70707ad32de56d91476c,(Une feuille morte est tombée dans les cheveux de Shuga. Je lui dis ?),reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_OUTDOOR_2_CHOICE_1,f1f0c1de8680b0202b41a4b0d4cc66afee05d56a02b732bd9a8614cdeec36b5c,(Je retire simplement la feuille de ses cheveux),reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_OUTDOOR_2_3,f9fa5c67c028b8a94c2b2f1328e5bc4b7c22c7d67fecc7d1e67b28cb5184f004,P-Pourquoi tu fais ça ?,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_OUTDOOR_2_4,2032026236ebb1f50f27e82fbcd59707b62e0591d727d3ce7f30aee41acccc84,"Oh, une feuille ? Merci [NAME]. Mais tu pouvais me le dire.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_SHUGA_OUTDOOR_2_CHOICE_3,e67acd71260ad1ea9987a0d226b32de8bafdca535430fb0dbfe8c7659e5c8411,(Mieux vaut ne rien dire),reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM71_5,0b32c0b7e0d6b2e8006b7a1cc9fb4970e9b78bfc4b4679411301617d3ad0de95,Hmm hmm ouais~ ÉCRASE TES BOULETTES ! SECOUE-LES EN L'AIR ! TOUT S'EFFONDRE-,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM71_7,61c7687c50c53cd036108d3dab7af92254995d548f2a7420599daff95812b35b,"(Attends, il marche droit vers moi ? Cette pile de cartons lui bloque la vue !)",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM71_10,2bebc85a6d249524250ffb9b453ed8f7fa266b32564346112b0cd48393c9c56a,Je ne regardais pas où j'allais,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM71_CHOICE_1,9fdccd9bc61d786e854e4f0eac92dd061a3d4629ae663a8b46afed81bc3cd6d5,Mignonne,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM71_21,0a9e727a905f82383f52e8a6c84b3e21c6aa46d4cc72f0ae89b70d942cd10206,"Mignonne, hein ? Évite de lui dire ça en face.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM71_CHOICE_2,6aff0ddcdccfbe9c3808b7581deb6f5bad7a1b73413083a02e2a1f0bb33a1e48,Elle est bizarre,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM71_23,15f2ac5fde3aff9dbf92af33b5e3996d81b436115956f982a6ea753a22278f38,"Elle est unique ! Elle met le feu à sa guitare pour griller des boulettes ! En riant comme une folle ! Mozart saurait faire ça, lui ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM72_1,599a6a112ccefedf91a941dec1d1bfd3c0d31fdae15082ec12eefea99e397491,"Même la nuit, il y a plein de choses à faire, alors profite bien de ton temps.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM72_2,414b993bb64b1e2b4f3cbe05dbce221408f8aefefeb3dd404908da7e01722ced,"Moi, je fais plein de petits boulots en ville pour financer mon fandom-- euh, mon soutien à Stella.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM8_START_3,82aa3b9eed8a06f9dfa46e2e3a9811bc4a11f669e39a88635f96d2f7eadb1cc2,Tu te fais vraiment un nom. Je n'en attendais pas moins de quelqu'un qui a battu Stella au Duel culinaire.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM8_START_4,1adfa4347b970bed3a893ab73d129e86a701778bc70f5dcdcd7706afa9708b6e,"J'ai entendu qu'elle prenait des cours et allait en stages de cuisine ! Cette passion brûlante, c'est tout elle !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM8_START_5,928c9f4cf11def456ff5faa5d6d635feef8c94716684ad5ae9d6452ebac20cdd,La voir cuisiner me manque... Mais je dois respecter sa décision.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM9_END_1,0b80799968b65cf885f78ede34863db0f94af3cd66a1ae414a09ee1c375359cf,"Alors, c'est ça, ton niveau actuel ? Je vois, je vois... Hé hé.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/RESTBLOCKER_VNM26_1,3dd14664aa3a3faaebdc4511da9ba35464ca2ea981b7048f641f1beca66f52db,Stella veut me parler. Je ferais mieux de la retrouver avant qu'elle ne se fâche.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM27_6,fea6218db61a9eabb78ff7d23072a62d8c6b5110574dd7a434711c768dd9b6d7,Je jouais souvent dans ce parc pour oublier ma faim. Puis ta grand-mère m'a remarquée.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM27_19,1497151a0e8f12d881fa4a2ae299dfba0147e6a1aa651f0a93c28a5ff60e306e,"Qu'un jour, son petit-enfant, [NAME], viendrait.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM27_22,376709b40b0a7ecbea061ba1988802efc03d8d7a481bee458742abdb7a20afe4,"Si tu étais venu pour le fermer, je t'aurais arrêté par tous les moyens !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM27_24,6098c5cb6732ec783fa97635407150b541bf2c9535fab519b8fce6243907a72d,"M-Merci d'être resté et de prendre ça au sérieux. Enfin, voilà. Je crois.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM28_2,8f433e5c9ac815d752cfc8412c1ed109969ec7c19190623083fd0e73e241c28c,Il y a des... nouvelles inquiétantes.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM28_9,4c6249eb696e7a7fee14e1cb220c83bfe2ab8ad1cccb902c897c81be55633996,"Runa dirige La Luna, le restaurant de boulettes gastronomique, tandis qu'Elio est à la tête du fast-food populaire Super Smash Broth Bowl.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM28_10,9a4736ff39563728e9fb857e3da51419b99343ce9eb4da69f2a0772aa20a8790,"D'habitude, ils sont trop occupés par les c-concerts et les tournées, alors ils ne participent pas aux Duels culinaires.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM28_11,e44969555ac24fa247453111228b8a9174b18976b37a29e6ac7bb559654777bb,Mais ils défient des gens en Duel culinaire ! Ils gagnent si largement que les perdants perdent clients et réputation !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM28_15,aab96f684b84c33fce129554ed51a5f40e3f3638847dcf04b53e6c1c15328a33,V-Vraiment ? C'est merveilleux.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM28_20,d72092cc8e64befd41f1a0e36b6f8ce96e6ee868f149c5c39b69457e8d54e5ff,"D'abord, [COLOR=ALERT]trouvons des décos[/COLOR]. Donnons du neuf au resto ! Épatons les clients !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM29_4,1bdb820cbb067c8c73125b7ed1cf5bd171b5535d9217819575cf8f8612460991,A-Attends ! Pas de violence ! Noka ne le pensait pas littéralement !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM29_11,cead445bc63fdac780767d94263a35a3b0ff5a6ec9fc2508d1931682fcf80c3c,"C'est idée splendide, oui ! Noka montrera à tous comme nourriture végétale est bonne.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM32_PLAYERWIN_6,5934b02dbae0b2d5010f1fc3f7a92748e17a094ab49fe8e03d5f1767e1c1ee38,"Merci, personne-chef de Bakuso, d'avoir montré à Noka chemin à suivre.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM12_START_15,d1ac55bfc41b57e77027adaa3f55306523e11e7e645852755e6ef687c42de0ae,"Si les ventes montent encore, tu auras prouvé ton influence ici.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM13_END_1,6f03cc9ce290c770784b19eac2ce17ebc0c7a774594eca8ea02c40da77eefc93,"Mais dernièrement... les gens ne voient la cuisine que comme un moyen de gagner de l'argent. Si tu propulses Bakuso à la [COLOR=ALERT]1re place[/COLOR], peut-être qu'ils...",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM13_9_UNUSED,95b4a0156703934c6df6eb206906c4801ffa07a46da3ea7437acabe27b232364,Accomplis-les et tu deviendras bientôt le restaurant le mieux classé de la ville.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM13_10_UNUSED,fea8fe6f4d41d4d2242bb31005c28989e9c5571d52e334af1ac37934be68aacb,"Quand tu auras réussi, n'oublie pas que je t'ai toujours donné un coup de main, oui oui ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM13_11_UNUSED,5324713258daa15f74039124d83c9395a386a5e3191736a095a7b0f50aae2758,"Enfin, je ne suis pas ici seulement pour bavarder. Montre-moi ton menu, petit !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM50_23,788446596130a508cc96f7fe9a335db2ce52cb0b6698f8b444098da34ac4ddd4,"Oubliez Crois, c'est une impasse ! Mais il faut parler franchement avec Lado !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM51_2,9ab479b880be46ddb6e3aa335940d0a5bc6bef29f465c1b137d75726dcead5bb,Personne dans la Brigade Bakuso n'avait réussi à le joindre. Il doit être venu de son plein gré.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM51_7,c74ade15a5500eaae599d3c9d827f6da097ab5af538facbff1e856299b541fb7,"C'est radical. Mais si quelqu'un peut le faire, je crois que c'est lui.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM54_PLAYERWIN_7,f156e31819dba0267f72593511ee7e81f19c4a67833b93a88cb2b5b0dd29e9d0,Voici son plan : il développe la Boulette Premium Radieuse Irisée Meaty Originale -- la Boulette PRIMO en abrégé.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM79_ACCEPT_1,5aab1710fe4d1defbff79e28d754900515c3c9d06e82d119ee9e7142ced1e54c,"Bwahaha, excellent ! Prépare-toi à perdre !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNU3_2,be8ebb2771dc65b0d422d3350a6889ac6f9288dd6481fc0eb81be346de7c4fe5,"Tu te souviens que Papa m'a demandé de, (gulp), organiser un événement public pour le m-magasin ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNU3_6,29898d8d640cf63bb5e7d2c0af05f410eea9ff10faf2ec54a267e85ee04070f7,"O-Oh, les films qui peuvent être, euh, intenses te vont, [NAME] ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNS5_38,0b63077dd7237c08285bde34a6f6a41d0bb9e240eead560ffde7f290b516e3fe,"(Elle n'est pas très aboutie, mais on sent que Shuga y a mis tout son coeur.)",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VND2_37,075ab316e151162fa87e575c66e806231bd0434177ee953b1b4b9f24b116a0d2,"Si tu fais ça avec sincérité, je ferais mieux d'y mettre tout mon coeur aussi.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VND3_40,03c1597f4214bba5221145a3dfebdc222a5656d9f3b3ff86ffc308b537ba4df5,S'il te plaît. J'-- J'ai besoin de toi.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VND3_48,12fb2cb31cf44191046e2be84144970dd8c3de1829618a6abb1a67540362b2e6,Tu as trouvé mieux et as avancé. C'est tout.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNC2_45,e6c8a727feb1e6697ee3e85574ff449814c5043cf47c07544c7e095f20a8a469,"(On a pris notre temps pour tout ranger. C'était fatigant, mais on s'est amusés.)",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_GENERIC_1_1,9ccc58f0a2bd12c2b1172976a3481d72df803b2e1a4309da6428eeb4787c0e1d,"Euh, [NAME]. Désolée, je sais que c'est soudain, mais crois-tu au d-destin ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_INDOOR_3_2,8e361c8d6553e571c44875869454788422f6db2ea5bc8097f48a3a0e244d990d,"Je pense commencer à faire, euh, du sport. Tu me recommandes quoi, [NAME] ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_INDOOR_3_3,d25777580a3db7f98e76a092b4fcb2bd60f136ea756a3b3d24761385067b065c,Euh ? O-Oui ?,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_INDOOR_3_6,b2fbaee5c8b89ada8bd41e860575445e4e53ed4e3aec316324f1f149c3575374,"Être accompagné me motiverait. Euh, enfin, je crois.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_INDOOR_3_7,dc81d9d5ecc93dd8f7aae0ea472e26c353ae8ac8ad88a932331eedb8732bce25,"Hum, o-oui, j'ai lu ça aussi.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_INDOOR_3_8,de8e5fdb6792a73e0fd5c7c0aec344829e140829082e64d6b6e9f2d9a01ae2e9,"On dit que la régularité est clé. Euh, bonne chance, [NAME].",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_MALL_1_1,d5615bc9125bd1c386a71bd8a6ed19c394e3b66cba3f4702177da9b904c2bbf9,"Oh, un de mes auteurs préférés a sorti un nouveau livre !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_MALL_2_1,824a0d4fd4950449ece84af66bcdc5fb5ddae8df806f8e2b60b07f0ae37690ef,"Oh, hum, il y a plein de nouvelles robes à la boutique.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_MALL_2_4,dd592fe67adf933cb3edf434939bcbbb95d8a8f019a6da6e0811337d7c5b1ec6,"Je vois, c-c'est pour ça.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_MALL_2_6,ef6a51b06477a0436f9fa7385eddfe341d0c156f31071c6eac2221a43b19019d,"Oh là là, ç-ça a l'air amusant.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_OUTDOOR_1_7,172f743ad822edeb3aca4253104d641e1b091d4c1bb73e4efc3b90b9e6ad6a05,Se perdre dans son livre en sentant la chaleur du soleil sur sa peau... Quel bonheur.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_OUTDOOR_1_CHOICE_3,ab34d327fcef22864fdaa0ed57890dd565640852413b25f4761ff802821f0c38,"Les deux ont leur charme, non ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_OUTDOOR_1_8,df2fa99414bd3ae853dcac53bb7100120a8ab250a62b1cbb371da1a078a98ca1,"Oh là, tu as tout à fait raison.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_OUTDOOR_2_1,8e146604bf064feabe88e4f7fc6359f9e2a7c752082af6282f02b45b9afd4629,M-Merci encore de m'avoir proposé cette sortie.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_OUTDOOR_2_3,8ad515f5fbc52ed843cf17cbedd8395bcf5a06273fba609c89594c84434589a4,"J'espère ne pas être e-ennuyeuse. Hum, je ne sais pas toujours de quoi parler.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_OUTDOOR_2_6,2c05dfe16f104fe7cc80a3b9527f2403d8c78e30f1bbab66151c5f8c2805ca63,"Hum, tu peux aussi me parler de tout ce que tu veux, [NAME].",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_OUTDOOR_2_7,c0818f8f1df63eb7b7501632f1c51afbb1769073bce6234c9ff38544cfd5ba42,"H-Hum ? Désolée, mais je passe.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_OUTDOOR_3_1,3ad6c4b11453ec95e3f73ecad30d22a6dde3c9be28696e7d018d091054769ad3,"Hum, cet endroit me rappelle...",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_THEMEPARK_1_1,bd8879a60abd18a1f42b2b57cf51cd91884420621d1b3e76cc73842c99064da5,"W-Waouh, la file de la grande roue est longue aujourd'hui.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_THEMEPARK_1_2,299b2bb6906a56fec87522fe52625b5271b81f0b92d985022cfb0cf57fcfdcd0,"On devrait, hum, faire autre chose ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_UME_THEMEPARK_1_5,8a53d75e14314cf35205e5f774c68f70eb847ff63d844460436eed9798d6544c,"Hum, je ne crois pas que ce soit prudent.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_ARCADE_1_2,9df069387f31f01f0b0e590cdd7feb4961ac1d3bffe54e03241e9dace8a4324a,Aux simulateurs d'entraînement du QG !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_ARTSTUDIO_2_1,bcfd0c4a52a7eca721c637b799ff9e678f8f9d1819d573b2abe18a9cd777306e,"C'est un peu embarrassant, mais on m'a demandé d'aider parfois pour le cours des enfants.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_ARTSTUDIO_2_CHOICE_3,9804db19e25f4017f263f04caf99bd679950f1dc06e05db17fee4844f0c78614,On ne peut pas savoir sans essayer.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_BEACH_1_1,e731378e0529a41b50217bf3bd8ee14a66d3693dcedbbadf10ed3c46f63ddfb6,Hum. Cet endroit serait idéal pour s'entraîner à courir sur la plage.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_BEACH_1_6,a3bd0a14cf5f6856488a40d282d25e5eea21a5483a418f310da0a57f3195f537,"Tu veux que je t'attache un pneu à traîner derrière toi, ou c'est trop ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_CAFE_1_1,4730e7f0dbda651255dde7bbcc5f243082ea72734b8e6dde5ddd217b300dd955,"Pour être honnête, j'avais des réserves sur le café. J'adorais celui du QG.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_GENERIC_1_1,e87034e4a8ba1418df8325ad3d69f0f57defd01988e23fef50005e48ded69805,Ces civils vivent sans le moindre souci...,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_GENERIC_1_3,dd30edd3ef4c1bbec72f2ff4b042d4f49362c004807559949c20fea5a25ae320,"Tu as raison, désolé. C'est sorti tout seul.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_GENERIC_3_5,26eafe9080d2a8e6ab3276b0322a0b53a856e0e3882e3ea71a1be1f262084163,Je ne confondrais pas un criminel avec le vrai toi. ...Pas vrai ?,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_INDOOR_1_1,d8ce50ab01fd6eadaebcfedb077c53730054d16ded3f30998a8ad764b384c26a,Hum... Très bien.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_INDOOR_2_4,b8d1aeeae35cef0d46627e8d78583f8d5dfa7cd3e3ba7cc36aff3b36515a5ce8,"Ne plaisante pas avec ça, [NAME]. Mon instinct s'est emballé.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_INDOOR_3_4,975ef4a347fb7822143c9588cd9a5df68dd9ef208659091e52d5fcbf68401c46,Mais parfois je me stresse à vouloir obtenir le meilleur score.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_MALL_1_6,788369f3aee7bd9ef5dd017e36ba97461ec61f9bed6a2c08fd27fcd6e580d1ae,"Cela dit, si je prends la grosse tête, je pourrais commettre un crime de mode sans le savoir. Je devrais au moins maîtriser les bases.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_OUTDOOR_1_1,324aa1fe8e5a4da7a3144ee194bb76657bd7455cead012b63bddcefcfb9306a3,"[NAME], j'apprécierais que tu marches du côté intérieur du trottoir quand nous sommes dehors.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_OUTDOOR_1_6,e2a608c468ccfb0a25f8c51934f75a71a3f07676ffc899a81d6fc4a0883b8450,"Cette remarque sarcastique était inutile, [NAME].",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_OUTDOOR_1_8,2688db195c1df672f51f0ed3ffd21bbc966a84c9a37dc09fe15139d6de52d1fe,"Laisse-moi faire ! J'ai des plans contre voitures folles, sangliers et tout le reste !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_OUTDOOR_2_CHOICE_2,3ee54b15392fad6a0002728c148c6233c6439c591737c30578ac5ddca0d8f4cc,"La prochaine fois, fais ça plus discrètement.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_OUTDOOR_2_9,02ea381798a34e4015d2bf21037625757be79bf5d2017665ae1d8e5eae893609,Ils peuvent transmettre le paludisme et d'autres maladies effrayantes. Reste vigilant.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_OUTDOOR_3_2,9e7bef4b4975c7ff1df4195ead94b408b69daee625c11e3d84f10db4f9e92375,"Et toi, Faucon ? J'espère que tu restes en forme.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_OUTDOOR_3_3,ed1ca31d0814a9b5dc220b01b57b8af7b5603d514d581e3ca974d18a15578bd3,C'est bien. Je n'en attendais pas moins.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GH_DAN_OUTDOOR_3_CHOICE_2,21702e5d9a5205c838db6525d81342756d4f29f30def0418b7c5987397fa0992,Gérer un restaurant est déjà assez sportif.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM78_4,936860db6308624e06922eb55f940ae0b6128f7b2877c0461c3baa0c9e2a0c79,Héh. Attends un peu : mes boulettes PRIMO sont invincibles !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM78_6,25dc130c30737380d87d423feba09304f6657bd6c7079f599f4ff5d1ddee8d57,"Il me faut encore de ces boulettes PRIMO ! J'ai changé d'avis, M. Crois gagne ! Laissez-moi seulement manger encore de ses boulettes !!!",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM78_7,42ff57db4077d74016fd7c7d14db32fe999f903a35e558fb4bf5a83c5c5ca6e2,"Alors... je suis désolé, [NAME]. Je suis désolé, public. Cela n'était jamais arrivé.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM61_4,63a35905658f101fbf8fb1654729d92c1ddc9666d4dc9c208cf8fbfc6b721fbd,"Regardez, tout le monde ! Même un as de la cuisine de KuloNiku ne peut battre ma boulette PRIMO !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM61_6,da7bb1da1ed213838240526822f8dc585dd0378f1ad495f3cb4d05c86ab41ebd,"Après ça, on donne des échantillons ! Prenez le vôtre ! Bientôt, production de masse !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CEM18_3,6eda166b57d9a70bd83b20c4bee035c706f5aded1d9a156b6518c94c0c7dccfd,"(Je lui ai parlé du vrai nom de Crois, John Dough, et du fait qu'il pourrait être le jeune homme sur la photo avec ma grand-mère.)",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM80_1,cd8957be701e5e4335a1ee1b212c2cb002be3cfd15c4af1db2e2e325db808bde,"Bonsoir, Faucon. ",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM80_3,3a54c33d341fd33f32267070aae85bebe5d6c6aa1a315a4679eb058290d42d7f,J'ai épluché des décennies de journaux et rapports de police de KuloNiku à la recherche de John Dough. Les résultats... ne sont pas bons.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM80_7,8379c510c9c258f6bcd16c9403131d618d786ab127b1b8c4b373f7d216114282,Il s'est ensuite mis à vendre un nouveau type de conservateur de marque.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM80_8,2a2ede9d0baec9810a103bb5519beecd00a14236f9568b3091a4769822d726a3,"Ça s'appelle la bormaline, un mélange de borax et de formol.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
